1000, 0.0014, 3, 0.10060621052980423
1000, 0.0014, 6, 0.10087738931179047
1000, 0.0014, 0, 0.10051937401294708
1000, 0.0014, 3, 0.1005459874868393
1000, 0.0014, 2, 0.10087699443101883
1000, 0.0014, 3, 0.10091297328472137
1000, 0.0014, 8, 0.10104900598526001
1000, 0.0014, 9, 0.10097202658653259
1000, 0.0014, 6, 0.10075347125530243
1000, 0.0014, 4, 0.10073666274547577
1000, 0.0014, 0, 0.10099586099386215
1000, 0.0014, 2, 0.10085726529359818
1000, 0.0014, 2, 0.1007532849907875
1000, 0.0014, 6, 0.10074888169765472
1000, 0.0014, 6, 0.10048964619636536
1000, 0.0014, 4, 0.10092540830373764
1000, 0.0014, 0, 0.10106964409351349
1000, 0.0014, 9, 0.1009894609451294
1000, 0.0014, 3, 0.10107823461294174
1000, 0.0014, 0, 0.10132600367069244
1000, 0.0014, 6, 0.1008654534816742
1000, 0.0014, 8, 0.10062330961227417
1000, 0.0014, 3, 0.1006622314453125
1000, 0.0014, 0, 0.1005205512046814
1000, 0.0014, 2, 0.10058557242155075
1000, 0.0014, 7, 0.10082552582025528
1000, 0.0014, 3, 0.10075061023235321
1000, 0.0014, 3, 0.10113180428743362
1000, 0.0014, 6, 0.10104489326477051
1000, 0.0014, 3, 0.10055596381425858
1000, 0.0014, 3, 0.10066467523574829
1000, 0.0014, 2, 0.10058524459600449
1000, 0.0014, 4, 0.10062636435031891
1000, 0.0014, 2, 0.10032674670219421
1000, 0.0014, 3, 0.10109449923038483
1000, 0.0014, 6, 0.10096067190170288
1000, 0.0014, 3, 0.10079909861087799
1000, 0.0014, 3, 0.10116392374038696
1000, 0.0014, 9, 0.10074996203184128
1000, 0.0014, 6, 0.10071491450071335
1000, 0.0014, 4, 0.10134431719779968
1000, 0.0014, 9, 0.10075753182172775
1000, 0.0014, 9, 0.10091359168291092
1000, 0.0014, 4, 0.1008634865283966
1000, 0.0014, 5, 0.10080915689468384
1000, 0.0014, 5, 0.10085782408714294
1000, 0.0014, 8, 0.10096833854913712
1000, 0.0014, 2, 0.10073517262935638
1000, 0.0014, 1, 0.10071922093629837
1000, 0.0014, 8, 0.1008458286523819
1000, 0.0014, 3, 0.10060349106788635
1000, 0.0014, 2, 0.1006367951631546
1000, 0.0014, 5, 0.10098420828580856
1000, 0.0014, 9, 0.10067140311002731
1000, 0.0014, 9, 0.10092339664697647
1000, 0.0014, 6, 0.10081701725721359
1000, 0.0014, 3, 0.10058457404375076
1000, 0.0014, 4, 0.10124430060386658
1000, 0.0014, 8, 0.10129722207784653
1000, 0.0014, 3, 0.10117988288402557
1000, 0.0014, 0, 0.10052322596311569
1000, 0.0014, 6, 0.10052409768104553
1000, 0.0014, 3, 0.10112971812486649
1000, 0.0014, 6, 0.10094663500785828
1000, 0.0014, 1, 0.10123229026794434
1000, 0.0014, 6, 0.10066164284944534
1000, 0.0014, 3, 0.10105326771736145
1000, 0.0014, 0, 0.10053040087223053
1000, 0.0014, 2, 0.10065915435552597
